application_id,student_id,role_id,application_date,status
A000537,S0065,R00403,2026-01-25,Shortlisted
A000538,S0284,R00126,2025-11-05,Offer Accepted
A000539,S0304,R00121,2025-10-27,Shortlisted
A000540,S0013,R00594,2026-01-04,Shortlisted
A000541,S0096,R00188,2026-01-12,Interview Scheduled
A000542,S0194,R00615,2025-11-04,Interview Scheduled
A000543,S0297,R00696,2025-09-21,Applied
A000544,S0093,R00072,2025-10-03,Interview Scheduled
A000545,S0252,R00636,2025-09-18,Interview Scheduled
A000546,S0215,R00300,2025-09-22,Rejected
A000547,S0092,R00528,2026-01-29,Shortlisted
A000548,S0178,R00388,2025-10-20,Shortlisted
A000549,S0131,R00746,2026-01-02,Offer Accepted
A000550,S0111,R00696,2025-09-22,Interview Scheduled
A000551,S0043,R00583,2025-10-03,Interview Scheduled
A000552,S0048,R00281,2026-01-08,Interview Scheduled
A000553,S0224,R00411,2025-09-11,Interview Scheduled
A000554,S0144,R00782,2025-11-07,Shortlisted
A000555,S0106,R00773,2025-11-01,Rejected
A000556,S0164,R00498,2025-11-13,Interview Scheduled
A000557,S0033,R00361,2025-10-16,Applied
A000558,S0272,R00284,2025-11-01,Interview Scheduled
A000559,S0096,R00288,2025-09-23,Shortlisted
A000560,S0161,R00095,2025-11-17,Offer Accepted
A000561,S0165,R00720,2025-10-21,Interview Scheduled
A000562,S0112,R00079,2025-09-18,Shortlisted
A000563,S0216,R00548,2025-12-06,Applied
A000564,S0256,R00036,2025-09-28,Selected
A000565,S0168,R00476,2026-02-15,Offer Accepted
A000566,S0237,R00224,2026-01-25,Interview Scheduled
A000567,S0021,R00273,2025-12-07,Shortlisted
A000568,S0141,R00254,2025-11-22,Offer Declined
A000569,S0202,R00238,2026-02-07,Interview Scheduled
A000570,S0063,R00675,2025-09-05,Offer Accepted
A000571,S0166,R00690,2025-09-11,Interview Scheduled
A000572,S0189,R00652,2025-09-18,Offer Accepted
A000573,S0023,R00085,2026-01-06,Offer Accepted
A000574,S0195,R00214,2025-09-19,Selected
A000575,S0164,R00691,2025-11-25,Shortlisted
A000576,S0063,R00417,2026-02-03,Shortlisted
A000577,S0165,R00617,2025-09-20,Offer Declined
A000578,S0286,R00670,2025-11-15,Shortlisted
A000579,S0039,R00789,2025-10-01,Offer Accepted
A000580,S0054,R00274,2026-01-15,Shortlisted
A000581,S0160,R00569,2025-09-14,Applied
A000582,S0187,R00310,2025-12-01,Shortlisted
A000583,S0097,R00051,2025-12-21,Shortlisted
A000584,S0076,R00370,2025-12-28,Selected
A000585,S0096,R00212,2025-10-12,Shortlisted
A000586,S0282,R00065,2025-11-24,Selected
A000587,S0171,R00041,2025-11-18,Selected
A000588,S0217,R00150,2025-11-12,Interview Scheduled
A000589,S0253,R00415,2025-09-14,Offer Accepted
A000590,S0028,R00718,2025-09-26,Interview Scheduled
A000591,S0116,R00707,2025-09-15,Interview Scheduled
A000592,S0138,R00396,2025-11-03,Interview Scheduled
A000593,S0306,R00227,2025-12-18,Interview Scheduled
A000594,S0157,R00682,2025-09-16,Interview Scheduled
A000595,S0096,R00269,2025-10-21,Rejected
A000596,S0091,R00790,2025-10-30,Selected
A000597,S0243,R00468,2025-08-21,Interview Scheduled
A000598,S0009,R00454,2025-11-26,Rejected
A000599,S0049,R00078,2025-12-09,Interview Scheduled
A000600,S0280,R00204,2025-12-11,Interview Scheduled
A000601,S0155,R00570,2025-12-01,Rejected
A000602,S0139,R00552,2025-11-09,Offer Declined
A000603,S0073,R00287,2026-02-09,Shortlisted
A000604,S0185,R00160,2026-01-23,Rejected
A000605,S0279,R00720,2026-01-12,Rejected
A000606,S0179,R00711,2025-10-18,Interview Scheduled
A000607,S0022,R00465,2025-10-08,Shortlisted
A000608,S0233,R00453,2026-01-26,Interview Scheduled
A000609,S0256,R00747,2026-02-06,Shortlisted
A000610,S0286,R00531,2025-08-18,Interview Scheduled
A000611,S0021,R00171,2025-10-08,Offer Accepted
A000612,S0001,R00039,2025-12-22,Shortlisted
A000613,S0288,R00122,2025-10-18,Interview Scheduled
A000614,S0300,R00739,2025-12-08,Offer Declined
A000615,S0198,R00339,2025-11-20,Offer Accepted
A000616,S0089,R00450,2025-10-05,Interview Scheduled
A000617,S0103,R00198,2025-09-11,Interview Scheduled
A000618,S0291,R00747,2025-09-13,Selected
A000619,S0270,R00354,2025-10-24,Rejected
A000620,S0239,R00337,2025-09-12,Offer Accepted
A000621,S0072,R00492,2025-11-16,Interview Scheduled
A000622,S0279,R00721,2025-10-05,Offer Declined
A000623,S0004,R00371,2025-08-28,Shortlisted
A000624,S0139,R00666,2025-12-10,Interview Scheduled
A000625,S0290,R00386,2025-12-05,Offer Declined
A000626,S0028,R00563,2025-09-22,Shortlisted
A000627,S0080,R00240,2025-11-24,Applied
A000628,S0103,R00088,2025-10-20,Shortlisted
A000629,S0127,R00159,2025-10-28,Shortlisted
A000630,S0063,R00239,2025-12-14,Selected
A000631,S0280,R00207,2025-12-17,Shortlisted
A000632,S0222,R00115,2025-12-22,Selected
A000633,S0088,R00409,2025-10-16,Selected
A000634,S0052,R00778,2026-01-07,Rejected
A000635,S0238,R00335,2025-11-19,Offer Accepted
A000636,S0298,R00241,2026-01-01,Rejected
A000637,S0182,R00782,2025-08-14,Shortlisted
A000638,S0082,R00288,2026-01-10,Shortlisted
A000639,S0269,R00314,2025-12-11,Rejected
A000640,S0236,R00573,2025-11-06,Interview Scheduled
A000641,S0202,R00051,2025-11-21,Interview Scheduled
A000642,S0093,R00462,2025-10-29,Shortlisted
A000643,S0166,R00473,2025-09-06,Shortlisted
A000644,S0016,R00682,2025-11-30,Offer Accepted
A000645,S0119,R00795,2025-08-31,Shortlisted
A000646,S0090,R00584,2025-11-02,Rejected
A000647,S0059,R00031,2025-11-21,Interview Scheduled
A000648,S0016,R00744,2025-09-21,Shortlisted
A000649,S0294,R00445,2025-11-03,Shortlisted
A000650,S0104,R00593,2025-08-28,Shortlisted
A000651,S0013,R00504,2025-12-28,Selected
A000652,S0185,R00618,2025-09-30,Shortlisted
A000653,S0271,R00397,2025-11-09,Shortlisted
A000654,S0183,R00494,2025-10-09,Selected
A000655,S0193,R00700,2025-09-02,Offer Accepted
A000656,S0119,R00040,2026-01-15,Offer Declined
A000657,S0129,R00314,2026-01-25,Shortlisted
A000658,S0039,R00428,2025-12-03,Shortlisted
A000659,S0205,R00495,2025-11-27,Rejected
A000660,S0017,R00273,2025-09-05,Interview Scheduled
A000661,S0281,R00653,2025-09-16,Shortlisted
A000662,S0038,R00645,2025-09-28,Shortlisted
A000663,S0037,R00770,2025-12-26,Shortlisted
A000664,S0246,R00766,2025-10-23,Offer Accepted
A000665,S0180,R00345,2025-08-14,Shortlisted
A000666,S0029,R00022,2026-01-15,Interview Scheduled
A000667,S0010,R00442,2025-10-02,Shortlisted
A000668,S0219,R00439,2026-02-12,Selected
A000669,S0189,R00284,2025-10-29,Applied
A000670,S0117,R00332,2025-12-12,Shortlisted
A000671,S0008,R00699,2025-09-30,Offer Accepted
A000672,S0023,R00251,2025-09-20,Shortlisted
A000673,S0204,R00383,2025-10-20,Offer Accepted
A000674,S0183,R00720,2026-01-21,Interview Scheduled
A000675,S0283,R00232,2025-10-19,Shortlisted
A000676,S0278,R00402,2025-12-02,Rejected
A000677,S0041,R00158,2025-12-10,Applied
A000678,S0063,R00299,2025-11-26,Offer Declined
A000679,S0233,R00772,2025-11-18,Applied
A000680,S0044,R00047,2025-12-20,Interview Scheduled
A000681,S0197,R00356,2025-11-24,Interview Scheduled
A000682,S0027,R00528,2026-01-02,Shortlisted
A000683,S0173,R00743,2025-10-22,Shortlisted
A000684,S0015,R00274,2025-12-17,Interview Scheduled
A000685,S0030,R00647,2025-11-03,Shortlisted
A000686,S0274,R00372,2025-10-30,Shortlisted
A000687,S0196,R00374,2025-09-20,Interview Scheduled
A000688,S0141,R00067,2025-11-17,Shortlisted
A000689,S0020,R00492,2026-01-08,Shortlisted
A000690,S0312,R00010,2025-12-28,Shortlisted
A000691,S0228,R00371,2025-11-07,Shortlisted
A000692,S0285,R00171,2025-12-10,Applied
A000693,S0033,R00353,2025-09-20,Applied
A000694,S0090,R00116,2025-09-10,Offer Accepted
A000695,S0260,R00690,2026-01-17,Offer Declined
A000696,S0133,R00790,2025-12-28,Rejected
A000697,S0308,R00185,2025-10-19,Shortlisted
A000698,S0122,R00159,2025-11-22,Shortlisted
A000699,S0219,R00701,2025-10-21,Shortlisted
A000700,S0209,R00720,2025-11-23,Shortlisted
A000701,S0083,R00296,2025-08-29,Selected
A000702,S0312,R00166,2025-12-04,Shortlisted
A000703,S0298,R00572,2025-09-01,Interview Scheduled
A000704,S0077,R00306,2025-10-26,Offer Accepted
A000705,S0295,R00505,2025-12-16,Interview Scheduled
A000706,S0271,R00639,2025-11-26,Shortlisted
A000707,S0138,R00151,2025-10-08,Applied
A000708,S0162,R00597,2026-02-04,Selected
A000709,S0210,R00291,2025-11-27,Shortlisted
A000710,S0310,R00182,2026-01-07,Interview Scheduled
A000711,S0126,R00620,2025-11-01,Shortlisted
A000712,S0147,R00275,2026-02-13,Shortlisted
A000713,S0295,R00396,2025-12-23,Selected
A000714,S0008,R00132,2026-01-28,Shortlisted
A000715,S0052,R00099,2025-10-12,Shortlisted
A000716,S0038,R00104,2025-09-20,Rejected
A000717,S0286,R00189,2025-11-19,Interview Scheduled
A000718,S0056,R00807,2026-01-12,Rejected
A000719,S0231,R00592,2025-10-15,Rejected
A000720,S0302,R00737,2025-12-14,Offer Declined
A000721,S0233,R00304,2025-11-02,Shortlisted
A000722,S0050,R00183,2025-12-13,Offer Accepted
A000723,S0219,R00225,2025-08-20,Shortlisted
A000724,S0108,R00345,2025-10-15,Applied
A000725,S0061,R00227,2025-09-21,Interview Scheduled
A000726,S0133,R00802,2025-11-02,Shortlisted
A000727,S0050,R00161,2025-10-31,Shortlisted
A000728,S0021,R00779,2025-10-01,Applied
A000729,S0145,R00762,2025-10-02,Shortlisted
A000730,S0233,R00234,2025-10-10,Shortlisted
A000731,S0222,R00395,2025-12-08,Selected
A000732,S0060,R00786,2025-11-21,Shortlisted
A000733,S0168,R00124,2025-12-05,Shortlisted
A000734,S0038,R00567,2026-01-06,Rejected
A000735,S0163,R00148,2025-09-03,Shortlisted
A000736,S0005,R00193,2025-11-12,Shortlisted
A000737,S0136,R00377,2025-10-15,Selected
A000738,S0102,R00508,2026-01-01,Shortlisted
A000739,S0002,R00347,2025-10-14,Shortlisted
A000740,S0215,R00554,2025-11-06,Shortlisted
A000741,S0248,R00425,2025-11-29,Rejected
A000742,S0251,R00638,2025-10-16,Interview Scheduled
A000743,S0113,R00086,2025-10-31,Shortlisted
A000744,S0229,R00262,2026-01-26,Selected
A000745,S0059,R00280,2025-12-27,Selected
A000746,S0251,R00484,2025-12-27,Offer Accepted
A000747,S0210,R00048,2025-10-30,Interview Scheduled
A000748,S0227,R00342,2025-09-27,Offer Accepted
A000749,S0024,R00247,2025-10-22,Shortlisted
A000750,S0057,R00767,2025-12-08,Interview Scheduled
A000751,S0011,R00642,2025-09-14,Rejected
A000752,S0026,R00415,2025-12-14,Interview Scheduled
A000753,S0203,R00689,2025-10-31,Rejected
A000754,S0284,R00588,2025-09-26,Offer Accepted
A000755,S0204,R00633,2025-09-15,Shortlisted
A000756,S0127,R00028,2025-11-28,Shortlisted
A000757,S0068,R00655,2025-08-26,Shortlisted
A000758,S0213,R00017,2025-08-30,Shortlisted
A000759,S0302,R00634,2025-12-17,Shortlisted
A000760,S0218,R00411,2025-08-30,Shortlisted
A000761,S0296,R00378,2025-11-02,Offer Declined
A000762,S0146,R00728,2026-02-12,Interview Scheduled
A000763,S0202,R00771,2025-10-06,Shortlisted
A000764,S0013,R00317,2025-09-28,Interview Scheduled
A000765,S0160,R00269,2025-09-13,Applied
A000766,S0251,R00477,2025-11-11,Shortlisted
A000767,S0291,R00607,2025-10-18,Shortlisted
A000768,S0173,R00669,2025-11-21,Shortlisted
A000769,S0003,R00213,2025-11-14,Shortlisted
A000770,S0161,R00778,2025-11-10,Shortlisted
A000771,S0042,R00742,2025-09-07,Offer Accepted
A000772,S0063,R00131,2025-12-26,Shortlisted
A000773,S0254,R00134,2026-01-18,Interview Scheduled
A000774,S0215,R00319,2025-12-07,Shortlisted
A000775,S0139,R00418,2025-10-11,Interview Scheduled
A000776,S0149,R00418,2025-11-16,Shortlisted
A000777,S0310,R00199,2026-02-20,Rejected
A000778,S0070,R00130,2025-10-31,Shortlisted
A000779,S0077,R00377,2025-11-15,Offer Declined
A000780,S0276,R00368,2025-10-09,Shortlisted
A000781,S0180,R00508,2026-01-08,Interview Scheduled
A000782,S0141,R00224,2025-11-06,Interview Scheduled
A000783,S0207,R00754,2025-08-27,Shortlisted
A000784,S0079,R00079,2025-09-26,Interview Scheduled
A000785,S0268,R00472,2025-12-16,Interview Scheduled
A000786,S0243,R00163,2025-08-29,Interview Scheduled
A000787,S0315,R00115,2025-09-09,Shortlisted
A000788,S0027,R00107,2025-10-20,Shortlisted
A000789,S0257,R00606,2025-12-05,Interview Scheduled
A000790,S0182,R00250,2026-01-13,Shortlisted
A000791,S0086,R00765,2025-11-16,Shortlisted
A000792,S0251,R00558,2025-11-27,Selected
A000793,S0092,R00021,2025-11-12,Interview Scheduled
A000794,S0218,R00168,2025-10-26,Rejected
A000795,S0006,R00151,2025-11-07,Interview Scheduled
A000796,S0049,R00732,2025-11-01,Interview Scheduled
A000797,S0018,R00518,2025-12-27,Interview Scheduled
A000798,S0141,R00500,2026-01-27,Shortlisted
A000799,S0312,R00506,2026-01-01,Shortlisted
A000800,S0054,R00031,2025-11-17,Shortlisted
A000801,S0091,R00698,2025-08-23,Shortlisted
A000802,S0032,R00251,2025-11-09,Interview Scheduled
A000803,S0009,R00269,2026-01-01,Rejected
A000804,S0301,R00579,2025-12-26,Offer Declined
A000805,S0032,R00050,2025-10-31,Shortlisted
A000806,S0089,R00356,2025-11-21,Selected
A000807,S0002,R00249,2025-09-21,Offer Accepted
A000808,S0238,R00069,2025-11-19,Offer Accepted
A000809,S0011,R00612,2025-11-05,Interview Scheduled
A000810,S0127,R00246,2026-01-01,Rejected
A000811,S0068,R00248,2025-09-23,Interview Scheduled
A000812,S0162,R00332,2025-09-09,Interview Scheduled
A000813,S0152,R00206,2025-10-23,Offer Accepted
A000814,S0268,R00361,2026-01-16,Shortlisted
A000815,S0300,R00310,2025-11-25,Selected
A000816,S0148,R00162,2026-01-06,Shortlisted
A000817,S0047,R00411,2025-08-26,Interview Scheduled
A000818,S0060,R00414,2025-11-19,Interview Scheduled
A000819,S0191,R00450,2025-11-05,Applied
A000820,S0005,R00125,2025-09-10,Interview Scheduled
A000821,S0184,R00244,2025-10-09,Selected
A000822,S0234,R00478,2025-12-26,Shortlisted
A000823,S0130,R00580,2025-10-17,Shortlisted
A000824,S0120,R00609,2025-11-01,Shortlisted
A000825,S0138,R00773,2026-01-06,Offer Accepted
A000826,S0269,R00154,2025-11-10,Shortlisted
A000827,S0028,R00787,2025-11-04,Shortlisted
A000828,S0085,R00369,2025-09-10,Offer Accepted
A000829,S0121,R00687,2026-01-13,Applied
A000830,S0192,R00004,2025-12-25,Selected
A000831,S0109,R00733,2025-10-26,Shortlisted
A000832,S0050,R00311,2026-01-09,Rejected
A000833,S0218,R00480,2025-12-31,Shortlisted
A000834,S0301,R00022,2025-10-01,Selected
A000835,S0175,R00401,2025-11-07,Rejected
A000836,S0071,R00400,2025-09-27,Interview Scheduled
A000837,S0093,R00342,2025-08-27,Interview Scheduled
A000838,S0216,R00139,2025-10-12,Interview Scheduled
A000839,S0043,R00279,2025-12-20,Shortlisted
A000840,S0007,R00127,2025-11-28,Shortlisted
A000841,S0249,R00523,2025-09-23,Shortlisted
A000842,S0133,R00593,2025-11-16,Rejected
A000843,S0243,R00571,2025-12-02,Shortlisted
A000844,S0218,R00426,2025-08-08,Shortlisted
A000845,S0303,R00205,2025-11-02,Shortlisted
A000846,S0238,R00221,2025-09-01,Shortlisted
A000847,S0307,R00553,2025-12-14,Shortlisted
A000848,S0013,R00434,2025-10-10,Shortlisted
A000849,S0153,R00508,2025-10-21,Interview Scheduled
A000850,S0203,R00196,2025-12-03,Offer Declined
A000851,S0141,R00278,2026-01-10,Shortlisted
A000852,S0292,R00368,2025-11-02,Shortlisted
A000853,S0052,R00307,2025-11-06,Offer Declined
A000854,S0206,R00018,2025-12-31,Selected
A000855,S0041,R00671,2025-10-27,Selected
A000856,S0156,R00492,2026-01-07,Shortlisted
A000857,S0192,R00459,2026-01-04,Applied
A000858,S0142,R00401,2025-11-12,Shortlisted
A000859,S0140,R00004,2025-10-03,Shortlisted
A000860,S0137,R00371,2025-09-14,Shortlisted
A000861,S0010,R00569,2025-12-27,Shortlisted
A000862,S0236,R00472,2025-11-06,Interview Scheduled
A000863,S0286,R00010,2025-09-25,Interview Scheduled
A000864,S0256,R00165,2025-10-29,Shortlisted
A000865,S0293,R00786,2025-09-10,Shortlisted
A000866,S0272,R00297,2025-11-29,Interview Scheduled
A000867,S0080,R00500,2025-10-31,Interview Scheduled
A000868,S0012,R00599,2026-01-15,Rejected
A000869,S0068,R00303,2026-02-11,Offer Accepted
A000870,S0293,R00229,2026-02-11,Shortlisted
A000871,S0282,R00327,2025-11-02,Interview Scheduled
A000872,S0186,R00504,2026-01-02,Shortlisted
A000873,S0163,R00401,2025-11-08,Selected
A000874,S0238,R00226,2025-10-04,Selected
A000875,S0002,R00427,2025-11-13,Interview Scheduled
A000876,S0051,R00308,2025-08-31,Rejected
A000877,S0115,R00108,2025-12-12,Shortlisted
A000878,S0210,R00765,2025-12-18,Interview Scheduled
A000879,S0047,R00771,2025-11-15,Rejected
A000880,S0099,R00680,2025-09-09,Interview Scheduled
A000881,S0103,R00259,2025-11-04,Applied
A000882,S0309,R00356,2025-11-09,Selected
A000883,S0057,R00643,2025-10-12,Rejected
A000884,S0036,R00005,2026-02-20,Shortlisted
A000885,S0198,R00053,2025-12-08,Interview Scheduled
A000886,S0311,R00518,2025-09-13,Offer Accepted
A000887,S0204,R00664,2025-12-19,Offer Accepted
A000888,S0226,R00343,2025-12-13,Selected
A000889,S0297,R00600,2025-11-28,Interview Scheduled
A000890,S0073,R00734,2025-09-26,Selected
A000891,S0038,R00368,2025-10-22,Shortlisted
A000892,S0228,R00268,2025-11-20,Interview Scheduled
A000893,S0072,R00117,2025-11-16,Selected
A000894,S0150,R00245,2025-11-06,Shortlisted
A000895,S0226,R00540,2025-11-04,Applied
A000896,S0197,R00204,2025-10-29,Rejected
A000897,S0133,R00293,2025-11-23,Rejected
A000898,S0088,R00789,2025-11-07,Shortlisted
A000899,S0192,R00303,2025-12-01,Shortlisted
A000900,S0248,R00719,2025-10-04,Applied
A000901,S0077,R00219,2025-10-18,Shortlisted
A000902,S0256,R00368,2026-01-13,Shortlisted
A000903,S0269,R00720,2025-10-04,Interview Scheduled
A000904,S0051,R00771,2026-01-13,Interview Scheduled
A000905,S0276,R00699,2025-09-16,Offer Accepted
A000906,S0094,R00555,2025-12-28,Interview Scheduled
A000907,S0091,R00032,2025-11-24,Shortlisted
A000908,S0033,R00726,2025-09-15,Interview Scheduled
A000909,S0300,R00608,2025-09-25,Offer Declined
A000910,S0038,R00152,2025-12-14,Offer Accepted
A000911,S0307,R00391,2025-11-20,Shortlisted
A000912,S0227,R00621,2026-02-14,Rejected
A000913,S0129,R00602,2025-09-26,Shortlisted
A000914,S0248,R00412,2025-10-28,Interview Scheduled
A000915,S0141,R00545,2026-01-30,Shortlisted
A000916,S0094,R00391,2025-09-09,Rejected
A000917,S0222,R00540,2025-12-08,Applied
A000918,S0094,R00149,2025-11-09,Interview Scheduled
A000919,S0164,R00612,2025-10-20,Shortlisted
A000920,S0080,R00260,2025-12-17,Shortlisted
A000921,S0313,R00529,2025-11-27,Shortlisted
A000922,S0214,R00623,2025-10-26,Rejected
A000923,S0157,R00270,2025-11-16,Rejected
A000924,S0214,R00005,2026-01-08,Offer Accepted
A000925,S0234,R00613,2025-10-29,Applied
A000926,S0192,R00019,2025-12-11,Interview Scheduled
A000927,S0103,R00638,2025-09-16,Interview Scheduled
A000928,S0125,R00127,2025-12-01,Rejected
A000929,S0200,R00554,2026-02-10,Shortlisted
A000930,S0301,R00300,2025-11-13,Shortlisted
A000931,S0225,R00744,2025-09-18,Selected
A000932,S0212,R00660,2025-10-18,Shortlisted
A000933,S0046,R00351,2025-10-30,Shortlisted
A000934,S0272,R00654,2025-12-27,Offer Declined
A000935,S0161,R00776,2025-09-10,Rejected
A000936,S0240,R00179,2025-10-29,Selected
A000937,S0310,R00597,2025-12-21,Offer Accepted
A000938,S0025,R00667,2025-11-25,Rejected
A000939,S0017,R00779,2025-12-02,Interview Scheduled
A000940,S0295,R00270,2026-01-04,Offer Accepted
A000941,S0273,R00125,2025-11-22,Rejected
A000942,S0098,R00599,2025-11-05,Shortlisted
A000943,S0078,R00521,2026-01-04,Applied
A000944,S0222,R00712,2026-01-11,Interview Scheduled
A000945,S0010,R00007,2025-10-29,Selected
A000946,S0168,R00426,2026-01-27,Selected
A000947,S0296,R00121,2025-08-30,Selected
A000948,S0274,R00485,2025-11-13,Shortlisted
A000949,S0036,R00265,2025-09-12,Interview Scheduled
A000950,S0084,R00341,2025-08-24,Applied
A000951,S0226,R00096,2025-10-20,Offer Declined
A000952,S0026,R00358,2025-11-19,Interview Scheduled
A000953,S0064,R00072,2025-09-08,Rejected
A000954,S0108,R00093,2026-02-20,Shortlisted
A000955,S0213,R00148,2025-11-06,Shortlisted
A000956,S0261,R00086,2026-01-28,Offer Declined
A000957,S0052,R00286,2026-01-22,Shortlisted
A000958,S0154,R00181,2026-01-03,Shortlisted
A000959,S0009,R00771,2025-08-31,Shortlisted
A000960,S0128,R00138,2025-11-15,Shortlisted
A000961,S0020,R00048,2025-11-04,Shortlisted
A000962,S0213,R00659,2026-02-06,Interview Scheduled
A000963,S0093,R00293,2025-10-17,Shortlisted
A000964,S0157,R00323,2025-12-02,Rejected
A000965,S0170,R00023,2026-01-03,Shortlisted
